last name,county,votes,state,total votes,percent votes,fips
Sanders,Chesapeake city,6908,VA,28961,0.238527675,51550
Sanders,Charlottesville city,4675,VA,9092,0.514188297,51540
Biden,Charlottesville city,4417,VA,9092,0.485811703,51540
Biden,Charlotte,702,VA,829,0.846803378,51037
Sanders,Charlotte,127,VA,829,0.153196622,51037
Biden,Charles City,860,VA,1029,0.835762877,51036
Sanders,Charles City,169,VA,1029,0.164237123,51036
Biden,Carroll,770,VA,1195,0.644351464,51035
Sanders,Carroll,425,VA,1195,0.355648536,51035
Biden,Caroline,2537,VA,3281,0.773239866,51033
Sanders,Caroline,744,VA,3281,0.226760134,51033
Biden,Campbell,2165,VA,2811,0.770188545,51031
Sanders,Campbell,646,VA,2811,0.229811455,51031
Biden,Buena Vista city,190,VA,277,0.685920578,51530
Sanders,Buena Vista city,87,VA,277,0.314079422,51530
Biden,Buckingham,945,VA,1229,0.768917819,51029
Sanders,Buckingham,284,VA,1229,0.231082181,51029
Biden,Buchanan,403,VA,546,0.738095238,51027
Sanders,Buchanan,143,VA,546,0.261904762,51027
Biden,Brunswick,1366,VA,1609,0.848974518,51025
Sanders,Brunswick,243,VA,1609,0.151025482,51025
Biden,Bristol city,512,VA,837,0.611708483,51520
Sanders,Bristol city,325,VA,837,0.388291517,51520
Biden,Botetourt,1673,VA,2366,0.707100592,51023
Sanders,Botetourt,693,VA,2366,0.292899408,51023
Biden,Bland,139,VA,220,0.631818182,51021
Sanders,Bland,81,VA,220,0.368181818,51021
Biden,Bedford,3565,VA,4926,0.723710922,51019
Sanders,Bedford,1361,VA,4926,0.276289078,51019
Biden,Bath,187,VA,255,0.733333333,51017
Sanders,Bath,68,VA,255,0.266666667,51017
Biden,Augusta,3072,VA,4583,0.670303295,51015
Sanders,Augusta,1511,VA,4583,0.329696705,51015
Biden,Arlington,33975,VA,47238,0.719230281,51013
Sanders,Arlington,13263,VA,47238,0.280769719,51013
Biden,Appomattox,667,VA,887,0.751972943,51011
Sanders,Appomattox,220,VA,887,0.248027057,51011
Biden,Amherst,1521,VA,1952,0.77920082,51009
Sanders,Amherst,431,VA,1952,0.22079918,51009
Biden,Amelia,765,VA,936,0.817307692,51007
Sanders,Amelia,171,VA,936,0.182692308,51007
Biden,Alleghany,586,VA,820,0.714634146,51005
Sanders,Alleghany,234,VA,820,0.285365854,51005
Biden,Alexandria city,20782,VA,28368,0.732586012,51510
Sanders,Alexandria city,7586,VA,28368,0.267413988,51510
Biden,Albemarle,12339,VA,18654,0.66146671,51003
Sanders,Albemarle,6315,VA,18654,0.33853329,51003
Biden,Accomack,2026,VA,2624,0.772103659,51001
Sanders,Accomack,598,VA,2624,0.227896341,51001
